Date,Open,High,Low,Close,Adj Close,Volume
1/1/2021,737.708374,749.2018433,719.7922363,730.3675537,730.3675537,13652004358
1/2/2021,730.4026489,786.7984619,718.1094971,774.5349731,774.5349731,19740771179
1/3/2021,774.5118408,1006.565002,771.5616455,975.5076904,975.5076904,45200463368
1/4/2021,977.0588379,1153.189209,912.3053589,1040.233032,1040.233032,56945985763
1/5/2021,1041.498779,1129.37146,986.8112793,1100.006104,1100.006104,41535932781
1/6/2021,1101.005005,1209.428589,1064.233398,1207.112183,1207.112183,44699914188
1/7/2021,1208.078369,1282.57959,1167.443115,1225.678101,1225.678101,40468027280
1/8/2021,1225.967896,1273.827515,1076.081543,1224.197144,1224.197144,44334826666
1/9/2021,1223.740479,1303.871826,1182.270386,1281.077271,1281.077271,33233105361
1/10/2021,1280.871094,1347.926147,1194.715576,1262.246704,1262.246704,40616938053
1/11/2021,1261.622925,1261.622925,924.9226074,1090.145386,1090.145386,60733630300
1/12/2021,1088.526733,1149.240234,1012.76416,1043.43457,1043.43457,37494601692
1/13/2021,1043.740967,1134.338501,994.5490723,1130.73938,1130.73938,30109792795
1/14/2021,1130.231201,1244.163086,1093.060791,1218.453003,1218.453003,33410915929
1/15/2021,1221.877197,1250.505859,1090.721069,1171.834595,1171.834595,35972039310
1/16/2021,1171.443115,1290.053589,1157.623779,1233.537598,1233.537598,32319240157
1/17/2021,1233.453369,1265.644653,1174.38855,1230.172241,1230.172241,29258032819
1/18/2021,1230.313232,1259.450073,1187.311035,1257.279541,1257.279541,25817455560
1/19/2021,1257.43457,1432.300049,1254.522949,1377.295898,1377.295898,47195935190
1/20/2021,1375.248413,1405.744141,1243.299927,1382.274048,1382.274048,46784030909
1/21/2021,1382.684448,1382.684448,1098.476196,1121.570923,1121.570923,45932464754
1/22/2021,1118.889038,1271.687622,1046.596558,1236.512207,1236.512207,43918338506
1/23/2021,1235.267944,1272.151123,1200.893311,1230.990601,1230.990601,27253895441
1/24/2021,1231.210571,1395.111328,1225.274048,1391.609375,1391.609375,36418163554
1/25/2021,1390.639893,1467.784912,1304.973999,1324.414795,1324.414795,43565777745
1/26/2021,1323.741699,1376.085083,1253.340332,1357.058105,1357.058105,41572917750
1/27/2021,1358.333374,1368.074097,1215.311279,1253.187134,1253.187134,39394416990
1/28/2021,1251.279785,1356.288696,1226.17395,1332.492188,1332.492188,34637234789
1/29/2021,1369.086792,1428.981201,1292.240112,1382.522827,1382.522827,53611955259
1/30/2021,1382.231934,1402.39978,1328.529053,1376.115479,1376.115479,30616574234
1/31/2021,1376.823608,1378.916016,1288.501587,1314.986206,1314.986206,25198853581
2/1/2021,1314.855225,1373.845825,1274.357788,1369.040527,1369.040527,29210670920
2/2/2021,1369.505127,1542.990967,1362.77124,1515.193726,1515.193726,45437142801
2/3/2021,1514.769653,1660.909546,1510.010254,1660.909546,1660.909546,41874566399
2/4/2021,1661.170166,1689.186646,1561.853516,1594.762695,1594.762695,44396871836
2/5/2021,1594.793335,1756.510986,1594.793335,1718.650879,1718.650879,40108628454
2/6/2021,1717.797485,1738.314453,1649.068726,1677.846802,1677.846802,39873420648
2/7/2021,1677.605713,1690.036621,1501.750244,1614.227783,1614.227783,39889440151
2/8/2021,1613.642212,1770.59082,1571.579956,1746.616821,1746.616821,48012285956
2/9/2021,1746.926147,1815.963623,1711.620605,1768.035034,1768.035034,44180727529
2/10/2021,1768.039795,1826.696777,1686.542358,1744.243408,1744.243408,41916084617
2/11/2021,1743.714233,1806.539063,1708.679199,1783.797974,1783.797974,36021495262
2/12/2021,1783.489136,1861.356934,1744.168945,1843.532593,1843.532593,37905036865
2/13/2021,1843.986816,1871.603516,1770.612061,1814.109863,1814.109863,35359490535
2/14/2021,1814.372314,1848.154053,1789.914185,1805.084106,1805.084106,31439114900
2/15/2021,1804.676758,1833.830566,1683.906616,1779.791016,1779.791016,38955610883
2/16/2021,1778.945557,1824.518677,1729.641968,1781.067505,1781.067505,34269369268
2/17/2021,1781.350098,1853.667603,1736.705811,1848.458252,1848.458252,35955412703
2/18/2021,1848.206299,1949.903442,1848.206299,1937.449219,1937.449219,28255902969
2/19/2021,1938.859863,1969.546997,1896.684448,1960.164795,1960.164795,26268814253
2/20/2021,1959.902954,2036.286499,1830.531494,1919.534058,1919.534058,34696091102
2/21/2021,1918.673096,1974.259644,1890.368164,1935.601074,1935.601074,23626547717
2/22/2021,1935.557861,1936.453735,1580.626587,1781.99292,1781.99292,42409646036
2/23/2021,1781.409058,1781.409058,1378.840942,1570.203979,1570.203979,52029864713
2/24/2021,1571.47644,1710.983765,1511.018921,1626.575684,1626.575684,31329000537
2/25/2021,1625.393921,1670.224121,1465.05896,1475.703735,1475.703735,24481681873
2/26/2021,1478.65332,1559.028931,1407.979248,1446.033691,1446.033691,31435997881
2/27/2021,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233
2/28/2021,1459.860474,1468.391479,1300.472168,1416.04895,1416.04895,27637026080
3/1/2021,1417.151123,1567.69458,1416.416138,1564.707642,1564.707642,24032838645
3/2/2021,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722
3/3/2021,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680
3/4/2021,1574.623779,1622.953857,1511.103394,1541.914307,1541.914307,22906118718
3/5/2021,1541.541748,1547.878174,1450.891357,1533.275024,1533.275024,21067146937
3/6/2021,1532.372803,1669.106567,1519.141113,1654.741577,1654.741577,22746262366
3/7/2021,1655.392456,1730.924194,1636.564453,1723.153809,1723.153809,23809935410
3/8/2021,1724.229248,1835.192139,1670.942017,1834.727905,1834.727905,27630991158
3/9/2021,1835.148071,1868.048828,1804.266357,1868.048828,1868.048828,23461244507
3/10/2021,1868.489014,1873.803223,1766.490479,1799.16626,1799.16626,25154173185
3/11/2021,1798.033936,1843.818848,1734.617065,1826.194946,1826.194946,24013132909
3/12/2021,1826.546753,1839.497314,1728.980957,1772.102417,1772.102417,22435821312
3/13/2021,1772.166382,1937.645508,1733.639893,1924.685425,1924.685425,25014689475
3/14/2021,1923.86377,1930.779785,1845.119995,1854.564331,1854.564331,19344589211
3/15/2021,1854.08667,1889.196655,1749.606323,1791.702271,1791.702271,26244738810
3/16/2021,1792.413818,1817.060181,1720.053223,1806.971802,1806.971802,23828509590
3/17/2021,1807.056152,1839.81897,1749.179932,1823.449341,1823.449341,24512917348
3/18/2021,1823.158447,1848.646118,1705.716064,1782.855103,1782.855103,23263845504
3/19/2021,1782.568726,1841.196045,1746.473389,1817.624146,1817.624146,21249297710
3/20/2021,1817.522705,1874.708984,1811.728638,1812.634644,1812.634644,22677674970
3/21/2021,1812.606567,1823.353027,1764.139282,1788.217041,1788.217041,22977404620
3/22/2021,1788.362183,1811.968262,1674.299805,1691.333984,1691.333984,23599296129
3/23/2021,1690.871826,1725.108765,1662.539917,1678.650146,1678.650146,21998237965
3/24/2021,1678.002563,1740.428223,1570.787964,1593.413452,1593.413452,31228051473
3/25/2021,1593.123291,1625.911499,1560.370483,1595.359253,1595.359253,29650328701
3/26/2021,1595.210083,1702.922852,1594.736694,1702.842041,1702.842041,22548516548
3/27/2021,1703.036133,1732.824341,1674.319336,1716.494629,1716.494629,18102277710
3/28/2021,1716.40564,1728.584106,1672.6604,1691.355957,1691.355957,16599472938
3/29/2021,1691.263184,1837.187988,1683.716553,1819.684937,1819.684937,22796570548
3/30/2021,1819.466309,1860.974731,1793.922363,1846.033691,1846.033691,22512781703
3/31/2021,1846.098267,1947.837769,1793.002197,1918.362061,1918.362061,30226902621
4/1/2021,1919.157227,1989.055054,1912.178467,1977.276855,1977.276855,30914259795
4/2/2021,1976.932739,2152.451904,1960.678711,2143.225586,2143.225586,34862511022
4/3/2021,2142.895996,2144.962402,2028.422485,2028.422485,2028.422485,32011518871
4/4/2021,2027.671265,2110.353516,2007.111816,2093.122803,2093.122803,26006501902
4/5/2021,2093.260742,2140.985352,2032.387695,2107.887207,2107.887207,28889391170
4/6/2021,2109.493164,2151.223389,2057.609131,2118.378906,2118.378906,29222865881
4/7/2021,2117.728516,2133.1875,1945.442139,1971.077271,1971.077271,36116271935
4/8/2021,1969.133179,2091.516357,1959.079468,2088.57373,2088.57373,25312956529
4/9/2021,2088.772217,2102.873779,2055.16333,2072.108887,2072.108887,19812472092
4/10/2021,2071.111572,2196.996338,2062.787598,2135.942139,2135.942139,24986243611
4/11/2021,2136.156982,2165.191406,2119.865723,2157.656982,2157.656982,19692836132
4/12/2021,2157.361816,2199.71875,2110.368896,2139.353271,2139.353271,21727936609
4/13/2021,2139.364258,2318.42334,2138.55957,2299.187744,2299.187744,29456642939
4/14/2021,2299.3479,2449.6875,2284.563721,2435.10498,2435.10498,35592822986
4/15/2021,2436.034668,2544.267334,2409.924072,2519.116211,2519.116211,32325606817
4/16/2021,2516.601807,2547.555664,2318.675049,2431.946533,2431.946533,36196928256
4/17/2021,2429.980957,2497.385254,2333.682861,2344.89502,2344.89502,32349808978
4/18/2021,2346.452393,2365.460449,2011.766846,2237.136963,2237.136963,50696368718
4/19/2021,2238.032715,2276.776855,2086.688721,2166.188721,2166.188721,34060654971
4/20/2021,2161.939453,2345.834961,2060.143799,2330.210938,2330.210938,39433483315
4/21/2021,2331.160156,2467.200684,2238.366943,2364.751709,2364.751709,38899067643
4/22/2021,2357.871094,2641.094971,2315.960205,2403.535156,2403.535156,53575904724
4/23/2021,2401.256348,2439.537109,2117.039551,2363.586182,2363.586182,55413933925
4/24/2021,2367.199219,2367.740967,2163.693115,2211.625732,2211.625732,31854226936
4/25/2021,2214.413818,2354.08667,2172.515137,2316.05957,2316.05957,31814355546
4/26/2021,2319.478027,2536.337402,2308.315186,2534.481689,2534.481689,35208325408
4/27/2021,2534.03125,2676.392822,2485.375,2662.865234,2662.865234,32275969215
4/28/2021,2664.685547,2757.477295,2564.081543,2746.380127,2746.380127,34269031076
4/29/2021,2748.649658,2797.972412,2672.106689,2756.876953,2756.876953,32578127990
4/30/2021,2757.734131,2796.054932,2728.169922,2773.207031,2773.207031,29777179889
5/1/2021,2772.838379,2951.440918,2755.908447,2945.892822,2945.892822,28726205272
5/2/2021,2945.560059,2984.891846,2860.526123,2952.056152,2952.056152,28032013047
5/3/2021,2951.175781,3450.037842,2951.175781,3431.086182,3431.086182,49174290212
5/4/2021,3431.131592,3523.585938,3180.742676,3253.629395,3253.629395,62402045158
5/5/2021,3240.554688,3541.462646,3213.101563,3522.783203,3522.783203,48334198383
5/6/2021,3524.930908,3598.895996,3386.23999,3490.880371,3490.880371,44300394788
5/7/2021,3490.105225,3573.290039,3370.261963,3484.729004,3484.729004,39607240515
5/8/2021,3481.988037,3950.165039,3453.768555,3902.647705,3902.647705,50208491286
5/9/2021,3911.463135,3981.259033,3743.989014,3928.844727,3928.844727,50568290278
5/10/2021,3924.41333,4197.473145,3684.45166,3952.293945,3952.293945,62691789007
5/11/2021,3948.271973,4178.208984,3783.889404,4168.701172,4168.701172,52679737865
5/12/2021,4174.635742,4362.350586,3785.848633,3785.848633,3785.848633,69023382175
5/13/2021,3828.918457,4032.563477,3549.407227,3715.148438,3715.148438,78398214539
5/14/2021,3720.122314,4171.01709,3703.399902,4079.057373,4079.057373,48174271215
5/15/2021,4075.95166,4129.185547,3638.12207,3638.12207,3638.12207,42422321751
5/16/2021,3641.830811,3878.895996,3350.95166,3587.506104,3587.506104,47359478734
5/17/2021,3581.343018,3587.765625,3129.008789,3282.397705,3282.397705,54061732774
5/18/2021,3276.872314,3562.465088,3246.404053,3380.070068,3380.070068,40416525218
5/19/2021,3382.657227,3437.935791,1952.460205,2460.679199,2460.679199,84482912776
5/20/2021,2439.638672,2993.145264,2170.229004,2784.294189,2784.294189,67610826680
5/21/2021,2772.341309,2938.205078,2113.347168,2430.621338,2430.621338,53774070802
5/22/2021,2436.014648,2483.983154,2168.124268,2295.705566,2295.705566,42089937660
5/23/2021,2298.367188,2384.411621,1737.46875,2109.579834,2109.579834,56005721977
5/24/2021,2099.936035,2672.595703,2090.639648,2643.591064,2643.591064,53697121740
5/25/2021,2649.033203,2750.534912,2394.355469,2706.628906,2706.628906,49558333256
5/26/2021,2707.052734,2911.735596,2652.094482,2888.69873,2888.69873,42499766020
5/27/2021,2888.752441,2888.752441,2642.60791,2736.488525,2736.488525,33373635283
5/28/2021,2742.468994,2761.363281,2336.361328,2419.90625,2419.90625,39999114805
5/29/2021,2414.067139,2566.938477,2208.490967,2279.51416,2279.51416,33773720220
5/30/2021,2278.288818,2472.187744,2188.834473,2390.30542,2390.30542,25876619428
5/31/2021,2387.198486,2715.85498,2279.505127,2714.945313,2714.945313,31007383150
6/1/2021,2707.560547,2739.737549,2531.160645,2633.518311,2633.518311,27363223090
6/2/2021,2634.456055,2801.392334,2555.401367,2706.125,2706.125,27723267359
6/3/2021,2708.376221,2891.254883,2667.684326,2855.126465,2855.126465,30038207402
6/4/2021,2857.165527,2857.165527,2562.637451,2688.195068,2688.195068,34173841611
6/5/2021,2691.619385,2817.484863,2558.233643,2630.576904,2630.576904,30496672724
6/6/2021,2629.748779,2743.441162,2616.162354,2715.092773,2715.092773,25311639414
6/7/2021,2713.047363,2845.185059,2583.995117,2590.263184,2590.263184,30600111277
6/8/2021,2594.602295,2620.846191,2315.546631,2517.438721,2517.438721,41909736778
6/9/2021,2510.199219,2625.070557,2412.197754,2608.26709,2608.26709,36075832186
6/10/2021,2611.142578,2619.957764,2435.401611,2471.518555,2471.518555,28753626390
6/11/2021,2472.858887,2495.414795,2326.869629,2353.768799,2353.768799,24832564195
6/12/2021,2354.752197,2447.227783,2265.758057,2372.484375,2372.484375,25724364410
6/13/2021,2372.690186,2547.36792,2312.640137,2508.391602,2508.391602,27092945370
6/14/2021,2508.770508,2606.432861,2469.388184,2537.891113,2537.891113,26964576331
6/15/2021,2587.762695,2639.229248,2515.153076,2610.936768,2610.936768,29005279219
6/16/2021,2544.864746,2554.628906,2354.350586,2367.663574,2367.663574,24101926180
6/17/2021,2367.306396,2457.175537,2312.301514,2372.001953,2372.001953,21871633186
6/18/2021,2374.586914,2377.195068,2147.30835,2231.733154,2231.733154,22752818388
6/19/2021,2235.15918,2278.415039,2168.88501,2178.499023,2178.499023,18765854896
6/20/2021,2171.337891,2275.382813,2049.962646,2246.364502,2246.364502,22535930423
6/21/2021,2245.317871,2259.464111,1867.185425,1888.44751,1888.44751,33745173825
6/22/2021,1886.667603,1993.15979,1707.600586,1874.950073,1874.950073,35547251725
6/23/2021,1878.625,2043.530396,1827.571533,1989.736328,1989.736328,28408659206
6/24/2021,1968.957397,2032.339355,1887.432007,1988.456299,1988.456299,20272845769
6/25/2021,1989.21582,2017.759521,1794.400391,1813.217285,1813.217285,22774334998
6/26/2021,1810.884277,1850.17981,1719.559448,1829.239258,1829.239258,20637542361
6/27/2021,1830.996948,1979.95813,1811.24585,1978.894653,1978.894653,19885474742
6/28/2021,1981.386475,2139.80542,1963.615479,2079.657471,2079.657471,25514602841
6/29/2021,2083.44873,2242.23877,2076.240234,2160.768311,2160.768311,24815124419
6/30/2021,2164.216309,2282.989014,2090.760742,2274.547607,2274.547607,25828056268
7/1/2021,2274.397461,2274.397461,2081.081055,2113.605469,2113.605469,29061701793
7/2/2021,2109.892578,2155.596436,2021.824829,2150.040283,2150.040283,31796212554
7/3/2021,2150.834961,2237.567139,2117.590088,2226.114258,2226.114258,17433361641
7/4/2021,2226.550293,2384.286865,2190.837646,2321.724121,2321.724121,18787107473
7/5/2021,2321.922852,2321.922852,2163.041504,2198.58252,2198.58252,20103794829
7/6/2021,2197.919434,2346.294922,2197.919434,2324.679443,2324.679443,20891861314
7/7/2021,2323.208496,2403.773438,2298.026855,2315.161865,2315.161865,22398345285
7/8/2021,2317.949219,2324.006836,2089.414307,2120.026367,2120.026367,23188123689
7/9/2021,2115.573975,2185.376221,2051.06665,2146.692383,2146.692383,23029574602
7/10/2021,2146.999756,2190.124023,2081.923584,2111.403564,2111.403564,17581542471
7/11/2021,2110.875732,2172.65332,2083.803711,2139.664795,2139.664795,14705386138
7/12/2021,2140.506836,2167.710205,2011.018921,2036.721069,2036.721069,17768129077
7/13/2021,2034.098389,2040.693604,1922.577881,1940.083984,1940.083984,16621628658
7/14/2021,1941.167847,2015.107422,1869.223145,1994.331299,1994.331299,17342819679
7/15/2021,1994.712036,2037.742554,1883.272217,1911.175659,1911.175659,15688092552
7/16/2021,1916.598389,1959.696289,1853.590332,1880.382935,1880.382935,14884569147
7/17/2021,1876.881348,1917.5979,1855.59082,1898.825195,1898.825195,13364282076
7/18/2021,1900.194336,1988.336426,1883.012573,1895.552124,1895.552124,13791868728
7/19/2021,1893.053589,1916.118042,1807.909912,1817.296631,1817.296631,14157735481
7/20/2021,1819.082031,1836.998047,1722.050781,1787.510742,1787.510742,17368597636
7/21/2021,1786.276245,2025.68042,1759.023315,1990.970825,1990.970825,21253359756
7/22/2021,1994.822876,2044.116455,1954.297852,2025.202759,2025.202759,17495480331
7/23/2021,2025.105713,2129.441162,2000.436279,2124.776611,2124.776611,16200392492
7/24/2021,2123.961182,2197.649414,2107.323486,2189.21875,2189.21875,16057446601
7/25/2021,2187.145508,2194.438232,2108.829834,2191.373779,2191.373779,14566483636
7/26/2021,2191.309814,2428.817139,2177.32959,2233.366699,2233.366699,29614324233
7/27/2021,2230.197021,2316.950195,2154.731201,2298.333496,2298.333496,23067480378
7/28/2021,2302.081299,2341.777832,2250.914063,2296.54541,2296.54541,18991302378
7/29/2021,2299.011963,2396.451904,2273.404785,2380.956787,2380.956787,16313373113
7/30/2021,2382.545166,2469.704834,2322.337158,2466.961426,2466.961426,20212848934
7/31/2021,2461.575684,2551.161133,2423.816162,2536.209961,2536.209961,18001710283
8/1/2021,2530.462891,2695.429443,2520.931885,2561.852051,2561.852051,22697987055
8/2/2021,2557.774658,2665.730957,2511.375244,2610.15332,2610.15332,22162754104
8/3/2021,2609.413086,2630.314209,2449.353516,2502.349609,2502.349609,22696753413
8/4/2021,2508.544922,2764.443604,2463.469482,2724.619873,2724.619873,25038698173
8/5/2021,2725.669678,2840.430664,2540.684082,2827.328857,2827.328857,31057928075
8/6/2021,2827.503418,2944.90332,2727.792725,2890.94165,2890.94165,26528577879
8/7/2021,2891.70752,3170.229736,2868.535645,3157.23877,3157.23877,33081467129
8/8/2021,3161.232666,3184.604004,2951.747314,3013.732666,3013.732666,28433638008
8/9/2021,3012.885742,3185.701172,2900.926025,3167.856201,3167.856201,31983260936
8/10/2021,3163.050049,3228.940674,3059.229004,3141.691162,3141.691162,27605221710
8/11/2021,3142.830322,3269.209473,3122.916504,3164.245117,3164.245117,26729035052
8/12/2021,3164.175781,3236.314697,2984.166992,3043.414307,3043.414307,25403699845
8/13/2021,3049.001221,3324.671631,3037.676025,3322.21167,3322.21167,23868866254
8/14/2021,3322.762695,3329.281006,3214.519775,3265.443359,3265.443359,19860862133
8/15/2021,3266.276123,3320.084229,3117.791748,3310.50415,3310.50415,22166205051
8/16/2021,3309.422119,3333.994873,3139.778564,3156.509521,3156.509521,23080039949
8/17/2021,3149.380371,3288.812744,2996.468262,3014.845947,3014.845947,25509056745
8/18/2021,3011.963623,3124.976074,2959.02832,3020.089844,3020.089844,21539248425
8/19/2021,3019.126953,3184.435547,2963.150146,3182.702148,3182.702148,19546290360
8/20/2021,3182.162598,3298.246582,3178.10376,3286.935303,3286.935303,20885619828
8/21/2021,3286.931641,3307.351563,3209.866211,3226.083984,3226.083984,18113977628
8/22/2021,3226.227295,3272.733154,3142.00708,3242.115479,3242.115479,15983278460
8/23/2021,3241.357422,3373.384277,3235.851318,3319.257324,3319.257324,20511110509
8/24/2021,3324.855469,3358.688232,3154.121338,3172.456299,3172.456299,20131028906
8/25/2021,3174.269775,3248.727295,3086.11499,3224.915283,3224.915283,18902728235
8/26/2021,3228.747314,3249.655273,3060.22876,3100.325439,3100.325439,17405668117
8/27/2021,3096.406006,3281.840576,3064.485107,3270.60083,3270.60083,18489602004
8/28/2021,3275.104492,3284.845947,3217.403564,3244.40332,3244.40332,13709633698
8/29/2021,3246.770996,3283.235596,3158.840332,3227.002686,3227.002686,13296586731
8/30/2021,3227.192627,3346.581055,3151.44458,3224.374268,3224.374268,19306924485
8/31/2021,3227.758057,3466.992188,3195.216553,3433.732666,3433.732666,27280502987
9/1/2021,3430.762451,3836.867432,3387.408447,3834.828125,3834.828125,30070890104
9/2/2021,3825.027832,3830.711426,3726.750488,3790.98999,3790.98999,24387397330
9/3/2021,3787.486572,4022.469238,3712.678223,3940.614746,3940.614746,26207765094
9/4/2021,3937.910156,3969.44873,3837.931152,3887.828369,3887.828369,20806963328
9/5/2021,3886.331055,3979.186523,3838.487305,3952.133545,3952.133545,18371468576
9/6/2021,3951.520752,3968.426514,3868.994385,3928.379395,3928.379395,18674691198
9/7/2021,3926.527588,3945.314209,3062.222412,3426.394287,3426.394287,39131346397
9/8/2021,3428.378174,3559.121338,3224.764893,3497.315186,3497.315186,31738430771
9/9/2021,3452.54834,3562.992676,3400.51709,3427.340088,3427.340088,24118055831
9/10/2021,3425.564941,3512.571289,3157.059082,3211.505859,3211.505859,22355974097
9/11/2021,3209.030518,3346.526367,3208.961914,3270.278076,3270.278076,18627122934
9/12/2021,3270.291748,3462.468262,3235.109375,3410.134521,3410.134521,16810411424
9/13/2021,3407.471924,3426.502197,3121.51416,3285.511719,3285.511719,22721552948
9/14/2021,3286.316406,3429.169678,3273.630859,3429.169678,3429.169678,19125420848
9/15/2021,3431.217285,3615.282715,3365.913086,3615.282715,3615.282715,17548551804
9/16/2021,3613.07373,3673.310791,3489.805664,3571.294922,3571.294922,20093903064
9/17/2021,3569.568115,3589.305176,3356.449951,3398.538818,3398.538818,17722363229
9/18/2021,3397.422852,3540.807617,3371.892334,3432.018311,3432.018311,15995220233
9/19/2021,3433.287842,3448.322021,3286.172363,3329.447998,3329.447998,14257609743
9/20/2021,3329.670654,3343.325439,2940.839111,2958.993408,2958.993408,27371684581
9/21/2021,2977.310547,3101.69751,2676.407471,2764.431152,2764.431152,30405062665
9/22/2021,2763.209229,3089.083008,2741.440674,3077.86792,3077.86792,23742102645
9/23/2021,3077.974365,3173.544678,3038.0979,3155.523682,3155.523682,18516291047
9/24/2021,3154.562012,3159.644043,2747.337646,2931.669189,2931.669189,25595422789
9/25/2021,2930.884766,2968.994629,2818.970459,2925.565674,2925.565674,18932786754
9/26/2021,2926.343018,3114.857422,2744.583008,3062.265381,3062.265381,21172766310
9/27/2021,3065.837891,3163.665039,2932.692871,2934.138916,2934.138916,19164053681
9/28/2021,2928.963379,2970.770508,2793.360596,2807.296631,2807.296631,16895079070
9/29/2021,2809.297607,2946.881348,2786.988281,2853.143311,2853.143311,15763456158
9/30/2021,2852.558838,3046.519531,2840.289551,3001.678955,3001.678955,17661065099
10/1/2021,3001.129395,3329.853516,2978.654297,3307.516113,3307.516113,22307625573
10/2/2021,3308.870361,3464.837402,3260.027588,3391.694336,3391.694336,19202671704
10/3/2021,3390.767578,3484.605713,3348.120117,3418.358643,3418.358643,15516566862
10/4/2021,3418.776367,3434.775391,3283.44873,3380.089111,3380.089111,17747154101
10/5/2021,3381.784424,3541.45166,3365.817627,3518.518555,3518.518555,16632591670
10/6/2021,3516.570313,3622.55127,3354.469727,3580.562012,3580.562012,21855226591
10/7/2021,3576.814453,3650.013184,3479.90918,3587.974854,3587.974854,19090322927
10/8/2021,3587.832764,3667.95752,3547.828125,3563.759277,3563.759277,16222029488
10/9/2021,3559.997803,3628.237305,3544.640381,3575.716797,3575.716797,12707036942
10/10/2021,3575.020508,3603.244873,3414.970947,3425.852783,3425.852783,16171746693
10/11/2021,3419.726807,3622.289551,3385.761719,3545.354004,3545.354004,18579189588
10/12/2021,3546.477783,3546.477783,3407.338135,3492.573242,3492.573242,18109578443
10/13/2021,3492.753662,3607.741699,3417.602051,3606.20166,3606.20166,16211275589
10/14/2021,3604.958984,3819.258545,3590.275146,3786.01416,3786.01416,19443499909
10/15/2021,3790.154297,3895.466309,3735.363525,3862.634766,3862.634766,20966841512
10/16/2021,3865.666504,3962.453125,3805.885986,3830.38208,3830.38208,16578095629
10/17/2021,3829.858887,3914.897949,3660.723389,3847.104492,3847.104492,15908090346
10/18/2021,3847.72998,3888.209229,3686.750488,3748.760254,3748.760254,17386204158
10/19/2021,3747.162842,3883.928711,3736.780273,3877.650879,3877.650879,15998757133
10/20/2021,3877.730957,4167.472168,3833.288086,4155.992188,4155.992188,20338319988
10/21/2021,4161.713379,4366.088379,4032.483887,4054.322754,4054.322754,28220661820
10/22/2021,4055.686523,4162.975586,3908.340332,3970.181885,3970.181885,19432937968
10/23/2021,3971.356445,4171.663574,3944.631836,4171.663574,4171.663574,14781537792
10/24/2021,4171.855957,4185.729492,3967.120361,4087.903076,4087.903076,14978083638
10/25/2021,4084.425781,4236.666992,4072.034668,4217.876953,4217.876953,15995727040
10/26/2021,4217.337891,4289.131348,4106.82373,4131.102051,4131.102051,17157714562
10/27/2021,4132.17334,4299.152832,3930.257324,3930.257324,3930.257324,26219530404
10/28/2021,3924.81543,4293.150879,3905.706055,4287.318848,4287.318848,25958154575
10/29/2021,4288.686523,4455.735352,4271.70752,4414.746582,4414.746582,22967641914
10/30/2021,4414.243652,4426.848633,4252.494141,4325.650391,4325.650391,14615490626
10/31/2021,4322.744141,4394.449707,4179.016113,4288.074219,4288.074219,17498160238
11/1/2021,4288.217285,4377.322266,4160.966797,4324.626953,4324.626953,17985288261
11/2/2021,4322.500977,4599.948242,4288.686523,4584.798828,4584.798828,20794448222
11/3/2021,4589.68457,4664.910156,4462.976074,4607.193848,4607.193848,21220463155
11/4/2021,4604.678711,4606.516113,4426.622559,4537.324219,4537.324219,18415244464
11/5/2021,4537.42334,4570.895996,4447.487305,4486.243164,4486.243164,15086003586
11/6/2021,4482.647949,4530.99707,4334.973633,4521.581055,4521.581055,14429076700
11/7/2021,4523.981934,4640.921875,4510.984375,4620.554688,4620.554688,13541376033
11/8/2021,4619.649414,4822.363281,4619.649414,4812.087402,4812.087402,19290896267
11/9/2021,4810.071289,4837.589355,4718.039063,4735.068848,4735.068848,20834172627
11/10/2021,4733.362793,4859.50293,4485.093262,4636.174316,4636.174316,22748160545
11/11/2021,4635.453613,4778.059082,4580.990234,4730.384277,4730.384277,17933201129
11/12/2021,4724.306641,4808.73877,4510.92041,4667.115234,4667.115234,18316060208
11/13/2021,4666.719238,4702.115234,4582.180664,4651.460449,4651.460449,14457436261
11/14/2021,4648.632813,4689.842773,4516.935547,4626.358887,4626.358887,12172962219
11/15/2021,4627.09082,4764.63623,4546.599121,4557.503906,4557.503906,16275851299
11/16/2021,4570.478027,4891.70459,4144.334961,4216.365234,4216.365234,27417502801
11/17/2021,4213.910645,4300.306641,4107.125977,4287.59375,4287.59375,22183461850
11/18/2021,4287.802246,4343.557129,3959.227783,4000.650879,4000.650879,21383250893
11/19/2021,3995.729492,4311.713867,3982.91748,4298.306641,4298.306641,20626269711
11/20/2021,4298.350586,4434.388184,4209.242676,4409.931152,4409.931152,15448261277
11/21/2021,4412.195313,4422.491699,4255.455078,4269.73291,4269.73291,14094831413
11/22/2021,4266.509277,4302.022949,4033.572266,4088.457764,4088.457764,19752218877
11/23/2021,4089.68042,4385.483398,4069.766602,4340.763672,4340.763672,22133497059
11/24/2021,4340.036133,4376.875977,4176.183594,4239.981445,4239.981445,21838037128
11/25/2021,4271.394531,4550.518066,4249.774414,4274.743164,4274.743164,18705358318
11/26/2021,4522.208984,4550.842285,3933.506592,4030.908936,4030.908936,26281795488
11/27/2021,4042.999023,4187.684082,4033.513916,4096.912109,4096.912109,16515693874
11/28/2021,4101.648926,4297.916504,3989.969971,4294.453613,4294.453613,15953126340
